# Version: e6898994fd p-2024.3-push-33
# Command Line: /opt/coverity/analysis/2024.3.1/bin/cov-analyze --dir /builds/d9/bootcode/duanyue/coverity/GitLab_Coverity_5184_2556291_39273634 -c /opt/coverity/analysis/2024.3.1/config/arm/coverity_config.xml -sf /opt/coverity/analysis/2024.3.1/bin/license.dat --enable-fb --strip-path /builds/d9/bootcode/duanyue/ --coding-standard-config /opt/coverity/analysis/2024.3.1/config/coding-standards/misrac2012/misrac2012-mandatory-required.config
timer                                                                                                                                                                                                                                                                                                                                                         ms      calls
  __SQLI_BUDA_STATICS_WORMHOLING                                                                                                                                                                                                                                                                                                                               0          1
  __SQLI_BUDA_STATICS_GO_WORMHOLING                                                                                                                                                                                                                                                                                                                            0          1
  __UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                                                                                                                                                                                                                                                                                            0          1
  __URL_MANIPULATION_BUDA_STATICS_WORMHOLING                                                                                                                                                                                                                                                                                                                   0          2
  __INSUFFICIENT_LOGGING_BUDA_STATICS_WORMHOLING                                                                                                                                                                                                                                                                                                               0          1
  __MOBILE_ID_MISUSE_BUDA_STATICS_WORMHOLING                                                                                                                                                                                                                                                                                                                   0          1
  UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS_WORMHOLING                                                                                                                                                                                                                                                                                                          0          2
  __UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA_WORMHOLING                                                                                                                                                                                                                                                                                                        0          1
  PW_INFRASTRUCTURE_FOR_MISRA                                                                                                                                                                                                                                                                                                                                  0          1
  BAD_OVERRIDE                                                                                                                                                                                                                                                                                                                                                 0          1
  MISSING_MOVE_ASSIGNMENT                                                                                                                                                                                                                                                                                                                                      0          1
  NO_OCTAL                                                                                                                                                                                                                                                                                                                                                     0          1
  NO_IMPLICIT_UNSIGNED                                                                                                                                                                                                                                                                                                                                         0          1
  CODEXM_DECLS_STAT_PASS                                                                                                                                                                                                                                                                                                                                       0          1
  CODEXM_PREPROCESSOR_FILES_STAT_PASS                                                                                                                                                                                                                                                                                                                          0          1
  CODEXM_TEXT_STAT_PASS                                                                                                                                                                                                                                                                                                                                        0          1
  CODEXM_TOKENS_STAT_PASS                                                                                                                                                                                                                                                                                                                                      0          1
  CODEXM_CLASSES_STAT_PASS                                                                                                                                                                                                                                                                                                                                     0          1
  CODEXM_ENUMS_STAT_PASS                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_7.3                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_17.2                                                                                                                                                                                                                                                                                                                                       0          1
  UNIQUE_SYMBOL_CHECKER                                                                                                                                                                                                                                                                                                                                        0          1
  UNIQUE_SYMBOL_POST_PASS_LOCAL_ID_GATHERER                                                                                                                                                                                                                                                                                                                    0          1
  GLOBAL_INIT_ORDER                                                                                                                                                                                                                                                                                                                                            0          1
  CODEXM_FUNCTIONS_CHECKER_PASS_AFTER_TUS                                                                                                                                                                                                                                                                                                                      0          1
  UNIQUE_SYMBOL_POST_PASS_TU_ID_GATHERER                                                                                                                                                                                                                                                                                                                       0          1
  OVERLAPPING_COPY                                                                                                                                                                                                                                                                                                                                             0          1
  UNCAUGHT_EXCEPT                                                                                                                                                                                                                                                                                                                                              0          1
  CODEXM                                                                                                                                                                                                                                                                                                                                                     113          1
    parseBuiltinCheckers                                                                                                                                                                                                                                                                                                                                     113          1
  MISRA_C_2012_RULE_10.1                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_10.2                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_10.3                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_10.4                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_10.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_10.7                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_10.8                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.1                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.10                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_11.2                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.3                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.7                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.8                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_11.9                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_12.5                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_12.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_13.1                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_13.2                                                                                                                                                                                                                                                                                                                                       0          2
  MISRA_C_2012_RULE_13.5                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_13.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_1.4                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_14.1                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_14.2                                                                                                                                                                                                                                                                                                                                       1          1
  MISRA_C_2012_RULE_14.3                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_14.4                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_15.2                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_15.3                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_15.6                                                                                                                                                                                                                                                                                                                                       0          3
  MISRA_C_2012_RULE_15.7                                                                                                                                                                                                                                                                                                                                       0          2
  MISRA_C_2012_RULE_16.1                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_16.2                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_16.3                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_16.4                                                                                                                                                                                                                                                                                                                                       0          2
  MISRA_C_2012_RULE_16.5                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_16.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_16.7                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_17.1                                                                                                                                                                                                                                                                                                                                       0          3
  MISRA_C_2012_RULE_17.10                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_17.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_17.7                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_17.9                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_18.10                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_18.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_18.7                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_18.8                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_18.9                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.1                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.10                                                                                                                                                                                                                                                                                                                                      0          3
  MISRA_C_2012_RULE_21.12                                                                                                                                                                                                                                                                                                                                      0          4
  MISRA_C_2012_RULE_21.15                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_21.16                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_21.2                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.24                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_21.25                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_21.26                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_21.3                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.4                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.5                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.6                                                                                                                                                                                                                                                                                                                                       0          2
  MISRA_C_2012_RULE_21.7                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.8                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_21.9                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_22.12                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_22.13                                                                                                                                                                                                                                                                                                                                      0          1
  MISRA_C_2012_RULE_22.5                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_23.2                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_23.4                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_23.6                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_23.8                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_3.1                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_6.1                                                                                                                                                                                                                                                                                                                                        0          2
  MISRA_C_2012_RULE_6.2                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_6.3                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_7.2                                                                                                                                                                                                                                                                                                                                        0          3
  MISRA_C_2012_RULE_7.4                                                                                                                                                                                                                                                                                                                                        0          2
  MISRA_C_2012_RULE_7.5                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_8.10                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_8.12                                                                                                                                                                                                                                                                                                                                       0          1
  MISRA_C_2012_RULE_8.14                                                                                                                                                                                                                                                                                                                                       0          2
  MISRA_C_2012_RULE_9.2                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_9.3                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_9.5                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_9.6                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_RULE_9.7                                                                                                                                                                                                                                                                                                                                        0          1
  MISRA_C_2012_DIRECTIVE_4.14                                                                                                                                                                                                                                                                                                                                  0          1
  MISRA_C_2012_DIRECTIVE_4.3                                                                                                                                                                                                                                                                                                                                   0          1
  MISRA_C_2012_DIRECTIVE_4.7                                                                                                                                                                                                                                                                                                                                   0          1
  CERT_CON39_C                                                                                                                                                                                                                                                                                                                                                 0          1
  CERT_CON43_C                                                                                                                                                                                                                                                                                                                                                 0          1
  CERT_CON01_C                                                                                                                                                                                                                                                                                                                                                 0          1
  AUTOSAR_CPP14_A2_7_1                                                                                                                                                                                                                                                                                                                                         0          1
  CONFIG.ANDROID_GRADLE_OBFUSCATION_NOT_ENABLED                                                                                                                                                                                                                                                                                                                0          1
  __ANONYMOUS_DB_CONNECTION_CODEXM_GO                                                                                                                                                                                                                                                                                                                          0          1
