# Version: e6898994fd p-2024.3-push-33
# Command Line: /opt/coverity/analysis/2024.3.1/bin/cov-analyze --dir /builds/d9/bootcode/duanyue/coverity/GitLab_Coverity_5184_2556291_39273634 -c /opt/coverity/analysis/2024.3.1/config/arm/coverity_config.xml -sf /opt/coverity/analysis/2024.3.1/bin/license.dat --enable-fb --strip-path /builds/d9/bootcode/duanyue/ --coding-standard-config /opt/coverity/analysis/2024.3.1/config/coding-standards/misrac2012/misrac2012-mandatory-required.config
timer                                                                                                                                                                                                                                                                                                                                                         ms      calls
RELAX_BUFFER_SIZE                                                                                                                                                                                                                                                                                                                                              0          3
RELAX_CHECKED_RETURN                                                                                                                                                                                                                                                                                                                                           0          3
RELAX_EXPENSIVE_DTOR                                                                                                                                                                                                                                                                                                                                           0          6
RELAX_CUDA_INACTIVE_THREAD_AT_COLLECTIVE_WARP_SINK                                                                                                                                                                                                                                                                                                             0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SOURCE                                                                                                                                                                                                                                                                                                                        0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SINK                                                                                                                                                                                                                                                                                                                          0          1
RELAX_CUDA_SHARE_FUNCTION                                                                                                                                                                                                                                                                                                                                      0          1
RELAX_CUDA_SHARE_OBJECT_STREAM_ASSOCIATED_SINK                                                                                                                                                                                                                                                                                                                 0          1
RELAX_DEREF_ARGS                                                                                                                                                                                                                                                                                                                                               0          3
RELAX_DIVISOR                                                                                                                                                                                                                                                                                                                                                  0          3
RELAX_FREED_ARGS                                                                                                                                                                                                                                                                                                                                               0          3
RELAX_OBJECT_FREED                                                                                                                                                                                                                                                                                                                                             0          1
RELAX_OBJECT_USED                                                                                                                                                                                                                                                                                                                                              0          1
RELAX_INDEX_GENERIC                                                                                                                                                                                                                                                                                                                                            0          3
RELAX_MAYWRITE_NONPTR_FIELDS                                                                                                                                                                                                                                                                                                                                   0          3
RELAX_ZERO_RETURN                                                                                                                                                                                                                                                                                                                                              0          3
RELAX_NEGATIVE_RETURN                                                                                                                                                                                                                                                                                                                                          0          3
RELAX_NEGATIVE_SINK                                                                                                                                                                                                                                                                                                                                            0          3
RELAX_NULL_RETURN                                                                                                                                                                                                                                                                                                                                              4      10307
RELAX_NEW_ARRAY                                                                                                                                                                                                                                                                                                                                                0          3
RELAX_DELETE_ARRAY                                                                                                                                                                                                                                                                                                                                             0          3
RELAX_ITERATOR_RETURNS                                                                                                                                                                                                                                                                                                                                         0          1
RELAX_ITERATOR_SINKS                                                                                                                                                                                                                                                                                                                                           0          1
HBM_EQUALSORHASHCODE                                                                                                                                                                                                                                                                                                                                           0          1
HBM_MAYSETID                                                                                                                                                                                                                                                                                                                                                   0          1
RELAX_ORM_LOAD                                                                                                                                                                                                                                                                                                                                                 0          1
RELAX_PTR_OPERATOR                                                                                                                                                                                                                                                                                                                                             0          3
RELAX_MISRA_C_2012_RULE_21.20                                                                                                                                                                                                                                                                                                                                  0          3
RELAX_MISRA_C_2012_RULE_22.4_SINK                                                                                                                                                                                                                                                                                                                              0          3
RELAX_MISRA_C_2012_RULE_22.4_SOURCE                                                                                                                                                                                                                                                                                                                            0          3
RELAX_MISRA_ERRNO                                                                                                                                                                                                                                                                                                                                              0          3
RELAX_MISRA_C_2012_RULE_22.7_SINK                                                                                                                                                                                                                                                                                                                              0          3
RELAX_MISRA_C_2012_RULE_22.7_SOURCE                                                                                                                                                                                                                                                                                                                            0          3
RELAX_STREAM_STATE                                                                                                                                                                                                                                                                                                                                             0          3
SMART_PTRS_SIDE_EFFECT_SOURCE                                                                                                                                                                                                                                                                                                                                  0          3
NATIVE_PTR_USE_SINK                                                                                                                                                                                                                                                                                                                                            0          3
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                                                                                                                                                                                                                                                                                          0          1
RELAX_NOTHING                                                                                                                                                                                                                                                                                                                                                  0          3
DERIVE_PTR_ARITH                                                                                                                                                                                                                                                                                                                                               0          3
DUMMY_DERIVER_PTR_ARITH                                                                                                                                                                                                                                                                                                                                        0          1
RELAX_DATAFLOW_PRIMITIVES                                                                                                                                                                                                                                                                                                                                      0          1
RELAX_TAINT                                                                                                                                                                                                                                                                                                                                                    0          3
RELAX_CRYPTO_PRIMITIVES                                                                                                                                                                                                                                                                                                                                        0          1
DERIVE_DYNAMIC_MAP_RW_MODELS                                                                                                                                                                                                                                                                                                                                   0          1
RELAX_CSRF                                                                                                                                                                                                                                                                                                                                                     0          1
RELAX_BAD_CERT_VERIFICATION                                                                                                                                                                                                                                                                                                                                    0          1
RELAX_ANDROID_MISSING_PERMISSION                                                                                                                                                                                                                                                                                                                               0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                                                                                                                                                                                                                                                                                                  0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                                                                                                                                                                                                                                                                                                  0          1
RELAX_INSECURE_COMMUNICATION                                                                                                                                                                                                                                                                                                                                   0          1
DUMMY_DERIVER_SECURITY                                                                                                                                                                                                                                                                                                                                         0          1
RELAX_PARAM_NAMES                                                                                                                                                                                                                                                                                                                                              0          3
RELAX_BENIGN_CLOSURE                                                                                                                                                                                                                                                                                                                                           0          1
RELAX_SIDE_EFFECT_FREE                                                                                                                                                                                                                                                                                                                                         0          3
RELAX_MISRA_C_2012_RULE_2.2                                                                                                                                                                                                                                                                                                                                    0          3
RELAX_ANDROID_PERMISSIONS                                                                                                                                                                                                                                                                                                                                      0          1
DUMMY_DERIVER_STACK_USE                                                                                                                                                                                                                                                                                                                                        0          1
RELAX_UNINIT                                                                                                                                                                                                                                                                                                                                                   0          3
RELAX_UNINIT_ALLOC                                                                                                                                                                                                                                                                                                                                             0          3
DUMMY_DERIVER_UNINIT                                                                                                                                                                                                                                                                                                                                           0          1
RELAX_UNCAUGHT_EXCEPT                                                                                                                                                                                                                                                                                                                                          0          3
DUMMY_DERIVER_EXCEPTIONS                                                                                                                                                                                                                                                                                                                                       0          1
RELAX_GLOBAL_INIT_ORDER_SOURCE                                                                                                                                                                                                                                                                                                                                 0          3
DUMMY_DERIVER_FLOW_INSENSITIVE                                                                                                                                                                                                                                                                                                                                 0          1
CHECKED_RETURN_STAT                                                                                                                                                                                                                                                                                                                                            0          3
CALL_SUPER_STAT                                                                                                                                                                                                                                                                                                                                                0          1
BAD_EQ_STAT                                                                                                                                                                                                                                                                                                                                                    0          1
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                                                                                                                                                                                                                                                                                               0          1
IDENTIFIER_TYPO_STAT                                                                                                                                                                                                                                                                                                                                           0          1
NON_STATIC_GUARDING_STATIC_STAT                                                                                                                                                                                                                                                                                                                                0          1
VOLATILE_ATOMICITY_STAT                                                                                                                                                                                                                                                                                                                                        0          1
GLOBAL_STRING_ARRAY_POINTER_STAT                                                                                                                                                                                                                                                                                                                               0          3
DTOR_EMPTINESS_STAT                                                                                                                                                                                                                                                                                                                                            0          3
MOVE_ASSIGN_STAT                                                                                                                                                                                                                                                                                                                                               0          3
UNIQUE_SYMBOL_CHECKER                                                                                                                                                                                                                                                                                                                                     518536        172
UNIQUE_SYMBOL_PREV_PASS_FUNCTION_ODR_HASH_GATHERER                                                                                                                                                                                                                                                                                                             0          1
BUILD_SINK_TYPE_GRAPH                                                                                                                                                                                                                                                                                                                                          0          1
DERIVE_EL_BEAN_RW                                                                                                                                                                                                                                                                                                                                              0          1
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                                                                                                                                                                                                                                                                                                 0          1
RELAX_CSRF_FILTERS                                                                                                                                                                                                                                                                                                                                             0          1
WEBFORMS_DOM                                                                                                                                                                                                                                                                                                                                                   0          1
RAZOR_SECTIONS                                                                                                                                                                                                                                                                                                                                                 0          1
BUILD_STRING_GRAPH                                                                                                                                                                                                                                                                                                                                             0          1
CSRF_STAT                                                                                                                                                                                                                                                                                                                                                      0          1
URL_MANIPULATION                                                                                                                                                                                                                                                                                                                                               0          1
ANDROID_CAPABILITY_LEAK                                                                                                                                                                                                                                                                                                                                        0          1
DATAFLOW_CALLGRAPH_CHECKER                                                                                                                                                                                                                                                                                                                                     0          1
BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                                                                                                                                                                                                                                                                                                         0          1
DATAFLOW_PREPASS_RESOLUTION_CHECKER                                                                                                                                                                                                                                                                                                                            0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS                                                                                                                                                                                                                                                                                                                 0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                              0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                                                                                                                                                                                                                                                                                             0          2
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                         0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                             0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                            0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                            0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                              0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                                    0          2
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                               0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                                                                                                                                                                                                                                                                                              0          2
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                                           0          1
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                               0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO                                                                                                                                                                                                                                                                                                            0          1
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                                                                                                                                                                                                                                                                         0          2
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO                                                                                                                                                                                                                                                                                                      0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS                                                                                                                                                                                                                                                                                                                              0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                                                                                                                                                                                                                                                                                                              0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                                                                                                                                                                                                                                                                                                         0          1
__INSECURE_RANDOM_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                 0          2
__OPEN_REDIRECT_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                   0          1
__OS_CMD_INJECTION_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                0          1
__OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                                                                                                                                                                                                                                                                                                         0          2
__PATH_MANIPULATION_BUDA_STATICS                                                                                                                                                                                                                                                                                                                               0          1
__RISKY_CRYPTO_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                    0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS                                                                                                                                                                                                                                                                                                                             0          1
__SQLI_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                            0          1
__SQLI_BUDA_STATICS_GO                                                                                                                                                                                                                                                                                                                                         0          1
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                                                                                                                                                                                                                                                                                                         0          1
__URL_MANIPULATION_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                0          2
__INSUFFICIENT_LOGGING_BUDA_STATICS                                                                                                                                                                                                                                                                                                                            0          1
__MOBILE_ID_MISUSE_BUDA_STATICS                                                                                                                                                                                                                                                                                                                                0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                                                                                                                                                                                                                                                                                                       0          2
__UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA                                                                                                                                                                                                                                                                                                                     0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS_WORMHOLING                                                                                                                                                                                                                                                                                                      0          1
